ｹﾞｰﾑ,ｻﾞﾝｷﾞｴﾌのﾀﾞﾌﾞﾙﾗﾘｱｯﾄの出し方は？,24,,0,ｻﾞﾝｷﾞｴﾌﾉﾀﾞﾌﾞﾙﾗﾘｱｯﾄﾉﾀﾞｼｶﾀﾊ?,26,弱中強ﾊﾟﾝﾁ,7,ﾚﾊﾞｰ上,5,強ｷｯｸ,4,ｽﾀｰﾄﾎﾞﾀﾝ,8
ｹﾞｰﾑ,「ｺｲﾝいっこいれる」 このｹﾞｰﾑﾒｰｶｰは？,24,,0,ｺｲﾝｲｯｺｲﾚﾙ ｺﾉｹﾞｰﾑﾒｰｶｰﾊ?,22,ｱﾀﾘ,3,ﾅﾑｺ,3,ｺﾅﾐ,3,ﾆﾁﾌﾞﾂ,5
ｹﾞｰﾑ,ｱﾀﾘの「E.T.」が埋められたとされる砂漠は？,24,,0,ｱﾀﾘﾉｲｰﾃｨｰｶﾞｳﾒﾗﾚﾀﾄｻﾚﾙｻﾊﾞｸﾊ?,26,ｱﾗﾓｺﾞｰﾄﾞ,8,ｱﾗﾓｰﾄﾞ,6,ｺﾞﾋﾞ,4,ｻﾊﾗ,3
地理,「ｻﾊﾗ砂漠」の「ｻﾊﾗ」 これってどんな意味？,24,,0,ｻﾊﾗｻﾊﾞｸﾉｻﾊﾗ ｺﾚｯﾃﾄﾞﾝﾅｲﾐ?,23,砂漠,2,鳥取,2,東京,2,ｼﾞｬﾝｸﾞﾙ,7
ｱﾆﾒ,映画「紅の豚」 主人公が乗っているのは？,20,,0,ｴｲｶﾞｸﾚﾅｲﾉﾌﾞﾀ ｼｭｼﾞﾝｺｳｶﾞﾉｯﾃｲﾙﾉﾊ?,30,飛行艇,3,荷車,2,ﾖｯﾄ,3,ｻｰﾌﾎﾞｰﾄﾞ,8
IT,MS-DOSで採用されていた,14,日本語の文字ｺｰﾄﾞは？,12,ｴﾑｴｽﾄﾞｽﾃﾞｻｲﾖｳｻﾚﾃｲﾀ ﾆﾎﾝｺﾞﾉﾓｼﾞｺｰﾄﾞﾊ?,34,ｼﾌﾄJIS,6,JIS,3,EUC,3,UNICODE,7
IT,EXから発展したUNIXのﾃｷｽﾄｴﾃﾞｨﾀは？,24,,0,ｲｰｴｸｽｶﾗﾊｯﾃﾝｼﾀ ﾕﾆｯｸｽﾉﾃｷｽﾄｴﾃﾞｨﾀﾊ?,31,Vi,2,Emacs,5,VZ,2,秀丸,2
数学,2の10乗を計算すると？,12,,0,ﾆﾉｼﾞｭｰｼﾞｮｰｦｹｲｻﾝｽﾙﾄ?,19,1024,4,512,3,256,3,8,1
ｱﾆﾒ,ｱﾆﾒ「伝説巨人ｲﾃﾞｵﾝ」,14,その無限ｴﾈﾙｷﾞｰをなんという？,17,ｱﾆﾒ ﾃﾞﾝｾﾂｷｮｼﾞﾝｲﾃﾞｵﾝ ｿﾉﾑｹﾞﾝｴﾈﾙｷﾞｰｦﾅﾝﾄｲｳ?,39,ｲﾃﾞ,3,ﾋﾃﾞ,3,ﾇﾃﾞ,3,ﾄﾃﾞ,3
動物,ｺｱﾗが主食とする植物は？,13,,0,ｺｱﾗｶﾞｼｭｼｮｸﾄｽﾙｼｮｸﾌﾞﾂﾊ?,21,ﾕｰｶﾘ,4,ｻｻ,2,ﾋﾟｰﾏﾝ,5,ﾅｯﾂ,3
動物,渡り鳥が旅する時に使っていると,15,いわれているものは？,10,ﾜﾀﾘﾄﾞﾘｶﾞﾀﾋﾞｽﾙﾄｷﾆ ﾂｶｯﾃｲﾙﾄｲﾜﾚﾃｲﾙﾓﾉﾊ?,34,地磁気,3,地図,2,GPS,3,水晶玉,3
ﾌﾟﾁｺﾝ,初代ﾌﾟﾁｺﾝの発売日は3月何日？,17,,0,ｼｮﾀﾞｲﾌﾟﾁｺﾝﾉﾊﾂﾊﾞｲﾋﾞﾊｻﾝｶﾞﾂﾅﾝﾆﾁ?,29,9日,2,1日,2,28日,3,256日,4
IT,大ﾋｯﾄとなったｱｯﾌﾟﾙの音楽ﾌﾟﾚｰﾔｰは？,24,,0,ﾀﾞｲﾋｯﾄﾄﾅｯﾀｱｯﾌﾟﾙﾉｵﾝｶﾞｸﾌﾟﾚｰﾔｰﾊ?,29,iPod,4,iPhone,6,Android,7,Walkman,7
数学,積分記号(せきぶんきごう)のことを何という？,22,,0,ｾｷﾌﾞﾝｷｺﾞｳﾉｺﾄｦﾅﾝﾄｲｳ?,19,ｲﾝﾃｸﾞﾗﾙ,7,ﾀｰﾐﾈｰﾀ,6,ｼﾙﾌｨｰﾄﾞ,7,ｼﾝﾄﾞﾗｰ,6
音楽,作曲家ﾓｰﾂｱﾙﾄの生まれた都市(とし)は？,22,,0,ｻｯｷｮｸｶ ﾓｰﾂｱﾙﾄﾉｳﾏﾚﾀﾄｼﾊ?,22,ｻﾞﾙﾂﾌﾞﾙｸﾞ,9,ｳｲｰﾝ,4,ﾊﾟﾘ,3,ﾁｭｰﾘｯﾋ,6
国語,漢字の「へん」「つくり」,12,これらを何という？,9,ｶﾝｼﾞﾉﾍﾝ ﾂｸﾘ ｺﾚﾗｦﾅﾝﾄｲｳ?,22,部首,2,うかんむり,5,しんにょう,5,ふしゅ～,4
歴史,奈良時代に建てられた世界最大の大仏殿は？,20,,0,ﾅﾗｼﾞﾀﾞｲﾆﾀﾃﾗﾚﾀ ｾｶｲｻｲﾀﾞｲﾉﾀﾞｲﾌﾞﾂﾃﾞﾝﾊ?,34,東大寺,3,薬師寺,3,東寺,2,法隆寺,3
ｹﾞｰﾑ,ｹﾞｰﾑ「ﾄﾞﾙｱｰｶﾞの塔」,15,その背景となる叙事詩(じょじし)は？,18,ｹﾞｰﾑﾄﾞﾙｱｰｶﾞﾉﾄｳ ｿﾉﾊｲｹｲﾄﾅﾙｼﾞｮｼﾞｼﾊ?,32,ｷﾞﾙｶﾞﾒｯｼｭ,9,ﾗｰﾏｰﾔﾅ,6,ﾍﾞｵｳﾙﾌ,6,ｲﾘｱｽ,4
ﾌﾟﾁｺﾝ,次のうち ﾌﾟﾁｺﾝmk2で追加された命令は？,23,,0,ﾂｷﾞﾉｳﾁ ﾌﾟﾁｺﾝﾏｰｸﾂｰﾃﾞﾂｲｶｻﾚﾀﾒｲﾚｲﾊ?,31,BGFILL,6,GFILL,5,COLINIT,7,BGMPLAY,7
ﾌﾟﾁｺﾝ,ｽﾏﾌﾞ小林社長から送られてくることがある,21,ﾌﾟﾗﾓﾃﾞﾙとは？,10,ｽﾏﾌﾞ ｺﾊﾞﾔｼｼｬﾁｮｳｶﾗｵｸﾗﾚﾃｸﾙｺﾄｶﾞｱﾙﾌﾟﾗﾓﾃﾞﾙﾄﾊ?____,44,ｽﾞｺﾞｯｸ,6,ｷﾞｬﾝ,4,ﾋﾞｸﾞｻﾞﾑ,7,ｱｯｶﾞｲ,5
ﾌﾟﾁｺﾝ,ﾌﾟﾁｺﾝの四人組 ﾊｶｾ ｲﾝﾃﾘ ﾜﾝﾊﾟｸ,24,もう一人は？,6,ﾌﾟﾁｺﾝﾉﾖﾆﾝｸﾞﾐ ﾊｶｾ ｲﾝﾃﾘ ﾜﾝﾊﾟｸ ﾓｳﾋﾄﾘﾊ?,35,神崎(かんざき),8,ﾀﾞﾐｰ,4,ﾌﾟﾛ生ちゃん,7,ｽﾞｺﾞｯｸ,6
ﾌﾟﾁｺﾝ,いまだに説明書に載っていない,14,PRINT命令の省略形は？,13,ｲﾏﾀﾞﾆｾﾂﾒｲｼｮﾆﾉｯﾃｲﾅｲ ﾌﾟﾘﾝﾄﾒｲﾚｲﾉｼｮｳﾘｬｸｹｲﾊ?,39,？,1,＠,1,PRIN,4,ECHO,4
ﾌﾟﾁｺﾝ,GRPを埋めつくすと何ﾊﾞｲﾄになる？,19,,0,ｼﾞｰｱｰﾙﾋﾟｰｦｳﾒﾂｸｽﾄﾅﾝﾊﾞｲﾄﾆﾅﾙ?,26,49152,5,65535,5,68000,5,4989,4
ﾌﾟﾁｺﾝ,ﾌﾟﾁｺﾝ標準のﾄﾞﾛｰ系お絵描きﾂｰﾙは？,22,,0,ﾌﾟﾁｺﾝﾋｮｳｼﾞｭﾝﾉﾄﾞﾛｰｹｲｵｴｶｷﾂｰﾙﾊ?,28,DRWED,5,GRPED,5,SCRED,5,CHRED,5
ﾌﾟﾁｺﾝ,ﾌﾟﾁｺﾝの下画面用ｽﾌﾟﾗｲﾄのﾘｿｰｽ名は？,24,,0,ﾌﾟﾁｺﾝﾉｼﾀｶﾞﾒﾝﾖｳｽﾌﾟﾗｲﾄﾉﾘｿｰｽﾒｲﾊ?,29,SPS,3,SPU,3,BGU,3,GRP,3
ﾌﾟﾁｺﾝ,ﾌﾟﾁｺﾝのｴﾃﾞｨﾀで100文字までいくと,22,どうなる？,5,ﾌﾟﾁｺﾝﾉｴﾃﾞｨﾀﾃﾞ ﾋｬｸﾓｼﾞﾏﾃﾞｲｸﾄﾄﾞｳﾅﾙ?,32,入力できなくなる,8,ﾘｾｯﾄされる,7,警告が出る,5,改行される,5
地理,小笠原諸島はどこの都道府県にある？,17,,0,ｵｶﾞｻﾜﾗｼｮﾄｳﾊﾄﾞｺﾉﾄﾄﾞｳﾌｹﾝﾆｱﾙ?,26,東京都,3,静岡県,3,鹿児島県,4,沖縄県,3
歴史,「天下分け目の戦い」を意味するようになった,21,戦国時代の合戦は？,9,ﾃﾝｶﾜｹﾒﾉﾀﾀｶｲｦｲﾐｽﾙﾖｳﾆﾅｯﾀ ｾﾝｺﾞｸｼﾞﾀﾞｲﾉｶｯｾﾝﾊ?____,44,関が原,3,桶狭間,3,川中島,3,一の谷,3
ｱﾆﾒ,機動戦士ｶﾞﾝﾀﾞﾑで 名前の付いた最も古い,22,ﾓﾋﾞﾙｽｰﾂは？,9,ｷﾄﾞｳｾﾝｼｶﾞﾝﾀﾞﾑﾃﾞ ﾅﾏｴﾉﾂｲﾀ ﾓｯﾄﾓﾌﾙｲﾓﾋﾞﾙｽｰﾂﾊ?____,44,ｻﾞｸ,3,ｶﾞﾝﾀﾞﾑ,6,ｼﾞﾑ,3,ｽﾞｺﾞｯｸ,6
ｱﾆﾒ,銀河鉄道999 主人公は何を求めて,17,旅に出た？,5,ｷﾞﾝｶﾞﾃﾂﾄﾞｳｽﾘｰﾅｲﾝ ｼｭｼﾞﾝｺｳﾊﾅﾆｦﾓﾄﾒﾃﾀﾋﾞﾆﾃﾞﾀ?,40,機械の体,4,鉄の意志,4,母,1,ﾒｰﾃﾙの体,6
ｱﾆﾒ,超時空要塞ﾏｸﾛｽ ﾏｸﾛｽはもともと,19,なんだった？,6,ﾁｮｳｼﾞｸｳﾖｳｻｲﾏｸﾛｽ ﾏｸﾛｽﾊﾓﾄﾓﾄﾅﾝﾀﾞｯﾀ?,32,異星人の船,5,海賊の船,4,探査機,3,冷凍ﾏｸﾞﾛ,6
国語,「すごろく」を漢字で書くと？,14,,0,ｽｺﾞﾛｸｦｶﾝｼﾞﾃﾞｶｸﾄ?,16,双六,2,凄録,2,富士六九,4,夜露死苦,4
ｱﾆﾒ,ｱﾆﾒ「ﾜﾝﾋﾟｰｽ」 主人公が悪魔の実を食べて,24,なったのは？,6,ｱﾆﾒﾜﾝﾋﾟｰｽ ｼｭｼﾞﾝｺｳｶﾞｱｸﾏﾉﾐｦﾀﾍﾞﾃﾅｯﾀﾉﾊ?,35,ｺﾞﾑ人間,5,ﾍﾋﾞ人間,5,ｽｹﾍﾞﾆﾝｹﾞﾝ,9,ﾏﾘﾓｯｺﾘ,6
ｱﾆﾒ,銀河英雄伝説 ﾔﾝ・ｳｪﾝﾘｰの乗艦は？,20,,0,ｷﾞﾝｶﾞｴｲﾕｳﾃﾞﾝｾﾂ ﾔﾝｳｪﾝﾘｰﾉｼﾞｮｳｶﾝﾊ?,31,ﾋｭｰﾍﾞﾘｵﾝ,8,ﾌﾞﾘｭﾝﾋﾙﾄ,8,ﾄﾘｽﾀﾝ,5,ﾊﾞﾙﾊﾞﾛｯｻ,8
地理,北海道は東京都の面積の約何倍？,15,,0,ﾎｯｶｲﾄﾞｳﾊ ﾄｳｷｮｳﾄﾉﾒﾝｾｷﾉ ﾔｸﾅﾝﾊﾞｲ?,30,20倍,3,4倍,2,8倍,2,12倍,3
文学,「ｹﾞｰﾃﾞﾙ・ｴｯｼｬｰ・ﾊﾞｯﾊ」という本を,24,書いたのは誰？,7,ｹﾞｰﾃﾞﾙｴｯｼｬｰﾊﾞｯﾊ ﾄｲｳﾎﾝｦｶｲﾀﾉﾊﾀﾞﾚ?,31,ﾎﾌｽﾀｯﾀｰ,7,ｱｼﾓﾌ,4,ﾊｲﾝﾗｲﾝ,6,ﾗｯｶｰ,4
英語,ひと仕事終えた後の「Well done」,20,どんな意味？,6,ﾋﾄｼｺﾞﾄｵｴﾀｱﾄﾉ ｳｪﾙﾀﾞﾝ ﾄﾞﾝﾅｲﾐ?,27,よくやった,5,よく焼けた,5,ようやくだ,5,もうちょいだ,6
ｹﾞｰﾑ,ﾀﾞﾗｲｱｽのZｿﾞｰﾝのﾎﾞｽ,16,ｸﾞﾚｰﾄｼﾝｸﾞのﾓﾁｰﾌは？,16,ﾀﾞﾗｲｱｽﾉｾﾞｯﾄｿﾞｰﾝﾉﾎﾞｽ ｸﾞﾚｰﾄｼﾝｸﾞﾉﾓﾁｰﾌﾊ?__,38,ｸｼﾞﾗ,4,ｲﾙｶ,3,ｲｶ,2,ﾀﾂﾉｵﾄｼｺﾞ,8
ｹﾞｰﾑ,ｽﾍﾟｰｽﾊﾘｱｰの主人公はどうやって,19,空を飛んでいる？,8,ｽﾍﾟｰｽﾊﾘｱｰﾉｼｭｼﾞﾝｺｳﾊﾄﾞｳﾔｯﾃｿﾗｦﾄﾝﾃﾞｲﾙ?,34,超能力,3,ﾌﾟﾛﾍﾟﾗ,6,羽根,2,ｼﾞｪｯﾄ,5
一般教養,ｵﾘﾝﾋﾟｯｸのｼﾝﾎﾞﾙ 青 黄 緑 赤 と,23,あと何色？,5,ｵﾘﾝﾋﾟｯｸﾉｼﾝﾎﾞﾙ ｱｵ ｷ ﾐﾄﾞﾘ ｱｶ ﾄｱﾄﾅﾆｲﾛ?,35,黒(くろ),5,白(しろ),5,紫(むらさき),7,橙(だいだい),7
文学,ﾛｽﾄｼﾞｪﾈﾚｰｼｮﾝと呼ばれ,16,「誰がために鐘は鳴る」を書いた作家は？,19,ﾛｽﾄｼﾞｪﾈﾚｰｼｮﾝﾄﾖﾊﾞﾚ ﾀﾞｶﾞﾀﾒﾆｶﾈﾊﾅﾙｦｶｲﾀｻｯｶﾊ?,39,ﾍﾐﾝｸﾞｳｪｲ,8,ﾌｫｰｸﾅｰ,6,ｴﾘｵｯﾄ,5,ﾁｬﾝﾄﾞﾗｰ,7
ｽﾎﾟｰﾂ,FIFA最優秀選手賞と統合された,16,ｻｯｶｰの個人賞(こじんしょう)は？,18,ﾌｨﾌｧｻｲﾕｳｼｭｳｾﾝｼｭｼｮｳﾄﾄｳｺﾞｳｻﾚﾀ ｻｯｶｰﾉｺｼﾞﾝｼｮｳﾊ?____,46,ﾊﾞﾛﾝﾄﾞｰﾙ,8,ｵｽｶｰ,4,ｱｶﾃﾞﾐｰ,6,ﾉｰﾍﾞﾙ,5
ｽﾎﾟｰﾂ,ﾃﾆｽの世界四大大会を全て制覇することを,20,何という？,5,ﾃﾆｽﾉｾｶｲﾖﾝﾀﾞｲﾀｲｶｲｦｽﾍﾞﾃｾｲﾊｽﾙｺﾄｦﾅﾝﾄｲｳ?,35,ｸﾞﾗﾝﾄﾞｽﾗﾑ,9,ｻｰﾋﾞｽｴｰｽ,8,ﾌｫｰﾙﾄ,5,ｸﾞﾗﾝﾄﾞｸﾛｽ,9
ｽﾎﾟｰﾂ,ﾒｼﾞｬｰﾘｰｸﾞでも活躍した野茂投手,19,「ﾄﾞｸﾀｰ？？？」と呼ばれた？,16,ﾒｼﾞｬｰﾘｰｸﾞﾃﾞｶﾂﾔｸｼﾀﾉﾓﾄｳｼｭ ﾄﾞｸﾀｰﾅﾆﾄﾖﾊﾞﾚﾀ?,38,K,1,M,1,V,1,S,1
ｽﾎﾟｰﾂ,寸止めの空手に対し 極真のように,16,体に当てる空手を何という？,13,ｽﾝﾄﾞﾒﾉｶﾗﾃﾆﾀｲｼ ｷｮｸｼﾝﾉﾖｳﾆｶﾗﾀﾞﾆｱﾃﾙｶﾗﾃｦﾅﾝﾄｲｳ?____,45,ﾌﾙｺﾝﾀｸﾄ,7,ﾊﾞｰﾘﾄｩｰﾄﾞ,9,ｵｸﾀｺﾞﾝ,6,ﾊﾟﾝｸﾗﾁｵﾝ,8
ｽﾎﾟｰﾂ,ｵﾘﾝﾋﾟｯｸ種目のｸﾚｰ射撃,15,「ｸﾚｰ」とは何の円盤(えんばん)？,18,ｵﾘﾝﾋﾟｯｸｼｭﾓｸﾉｸﾚｰｼｬｹﾞｷ ｸﾚｰﾄﾊﾅﾝﾉｴﾝﾊﾞﾝ?,35,粘土(ねんど),7,鉄(てつ),5,金(きん),5,ｶﾞﾗｽ,4
ｱﾆﾒ,Gｶﾞﾝﾀﾞﾑで主人公ﾄﾞﾓﾝが探していたのは？,24,,0,ｼﾞｰｶﾞﾝﾀﾞﾑﾃﾞｼｭｼﾞﾝｺｳﾄﾞﾓﾝｶﾞｻｶﾞｼﾃｲﾀﾉﾊ?,34,兄,1,ﾀﾞｲﾅﾓﾝﾄﾞ,8,ｺｽﾓｸﾘｰﾅｰ,8,ｸﾜｽﾁｶ,5
地理,ｵｰｽﾄﾗﾘｱの首都(しゅと)は？,17,,0,ｵｰｽﾄﾗﾘｱﾉｼｭﾄﾊ?,13,ｷｬﾝﾍﾞﾗ,6,ｼﾄﾞﾆｰ,5,ﾒﾙﾎﾞﾙﾝ,6,ﾌﾞﾘｽﾍﾞﾝ,7
地理,次のうちｲｷﾞﾘｽに属さないのは？,17,,0,ﾂｷﾞﾉｳﾁ ｲｷﾞﾘｽﾆｿﾞｸｻﾅｲﾉﾊ?,22,ﾏﾝ島,3,北ｱｲﾙﾗﾝﾄﾞ,8,ｽｺｯﾄﾗﾝﾄﾞ,8,ｳｪｰﾙｽﾞ,6
地理,ﾌﾞﾗｼﾞﾙの首都ﾌﾞﾗｼﾞﾘｱ,16,空から見ると何の形をしている？,15,ﾌﾞﾗｼﾞﾙﾉｼｭﾄﾌﾞﾗｼﾞﾘｱ ｿﾗｶﾗﾐﾙﾄﾅﾝﾉｶﾀﾁｦｼﾃｲﾙ?,37,飛行機(ひこうき),9,星(ほし),5,人(ひと),5,薔薇(ばら),6
理科,ｵｰﾛﾗは何が原因で起こる？,14,,0,ｵｰﾛﾗﾊﾅﾆｶﾞｹﾞﾝｲﾝﾃﾞｵｺﾙ?,20,太陽風,3,気まぐれ,4,山火事,3,隕石(いんせき),8
理科,次のうちｱｲﾝｼｭﾀｲﾝが提唱したのはどれ？,22,,0,ﾂｷﾞﾉｳﾁ ｱｲﾝｼｭﾀｲﾝｶﾞﾃｲｼｮｳｼﾀﾉﾊﾄﾞﾚ?,30,相対性理論,5,量子力学,4,不完全性定理,6,運命石,3
理科,二酸化炭素を集まる時に用いる方法はどれ？,20,,0,ﾆｻﾝｶﾀﾝｿｦｱﾂﾒﾙﾄｷﾆﾓﾁｲﾙﾎｳﾎｳﾊﾄﾞﾚ?,28,下方置換,4,上方置換,4,電気分解,6,電車でGO!,6
ｱﾆﾒ,ｼﾞｮｼﾞｮの奇妙な冒険 劇中(げきちゅう),22,のﾎﾟｰｽﾞをまねることを何という？,18,ｼﾞｮｼﾞｮﾉｷﾐｮｳﾅﾎﾞｳｹﾝ ｹﾞｷﾁｭｳﾉﾎﾟｰｽﾞｦﾏﾈﾙｺﾄｦﾅﾝﾄｲｳ?,43,ｼﾞｮｼﾞｮ立ち,8,やれやれだぜ,6,ｵﾗｵﾗ,4,朝立ち,3
動物,ｱﾅｸﾞﾏの狩猟(しゅりょう)のために,19,品種改良された胴の長い小型犬は？,16,ｱﾅｸﾞﾏﾉｼｭﾘｮｳﾉﾀﾒﾆｶｲﾘｮｳｻﾚﾀ ﾄﾞｳﾉﾅｶﾞｲｺｶﾞﾀｹﾝﾊ?,40,ﾀﾞｯｸｽﾌﾝﾄﾞ,9,ﾋﾞｰｸﾞﾙ,6,ﾁﾜﾜ,3,津軽犬,3
動物,航海の守り神として古代ｴｼﾞﾌﾟﾄで,18,飼われていた動物は？,10,ｺｳｶｲﾉﾏﾓﾘｶﾞﾐﾄｼﾃ ｺﾀﾞｲｴｼﾞﾌﾟﾄﾃﾞｶﾜﾚﾃｲﾀﾄﾞｳﾌﾞﾂﾊ?,41,猫,1,犬,1,オウム,3,蛇,1
一般教養,ｽﾊﾟｹﾞﾃｨｰの種類,11,「ﾍﾟﾍﾟﾛﾝﾁｰﾉ」って何の素材のこと？,21,ｽﾊﾟｹﾞﾃｨｰﾉｼｭﾙｲ ﾍﾟﾍﾟﾛﾝﾁｰﾉｯﾃﾅﾝﾉｿｻﾞｲﾉｺﾄ?,36,唐辛子,3,チーズ,3,こしょう,4,ニンニク,4
一般教養,ｲｽﾗﾑのﾓｽｸとは何のための建物？,18,,0,ｲｽﾗﾑﾉﾓｽｸﾄﾊﾅﾝﾉﾀﾒﾉﾀﾃﾓﾉ?,21,礼拝堂,3,図書館,3,宿舎,2,交易所,3
一般教養,世界遺産の首里城(しゅりじょう),16,琉球(りゅうきゅう)語で城(しろ)を何という？,23,ｾｶｲｲｻﾝﾉｼｭﾘｼﾞｮｳ ﾘｭｳｷｭｳｺﾞﾃﾞｼﾛｦﾅﾝﾄｲｳ?,34,ｸﾞｽｸ,4,ｳﾁﾅｰ,4,ﾔｰﾔｼﾁ,5,ｼﾙ,2
歴史,秦(しん)の始皇帝 本来の名前を何という？,21,,0,ｼﾝﾉｼｺｳﾃｲ ﾎﾝﾗｲﾉﾅﾏｴｦﾅﾝﾄｲｳ?,24,政(せい),5,冶(じ),4,学(がく),5,単(たん),5
文学,ﾎﾞｰﾄﾞｹﾞｰﾑ「ｵｾﾛ」の名前の由来となった,24,戯曲を書いた人は？,9,ﾎﾞｰﾄﾞｹﾞｰﾑｵｾﾛﾉﾅﾏｴﾉﾕﾗｲﾄﾅｯﾀｷﾞｷｮｸｦｶｲﾀﾋﾄﾊ?,37,ｼｪｲｸｽﾋﾟｱ,8,ｿﾌｫｸﾚｽ,6,ｳｨﾘｱﾑｽﾞ,7,ﾁｪｰﾎﾌ,5
地理,ﾙｸｾﾝﾌﾞﾙｸ大公国の公用語は,16,ﾌﾗﾝｽ語 ﾄﾞｲﾂ語 あとなに？,17,ﾙｸｾﾝﾌﾞﾙｸﾀｲｺｳｺｸﾉｺｳﾖｳｺﾞﾊ ﾌﾗﾝｽｺﾞ ﾄﾞｲﾂｺﾞ ｱﾄﾅﾆ?__,44,ﾙｸｾﾝﾌﾞﾙｸ語,9,ﾎﾟﾙﾄｶﾞﾙ語,5,ｵﾗﾝﾀﾞ語,6,ｲﾀﾘｱ語,8
地理,ﾍﾞﾙｷﾞｰの首都(しゅと)は？,16,,0,ﾍﾞﾙｷﾞｰﾉｼｭﾄﾊ?,12,ﾌﾞﾘｭｯｾﾙ,7,ｱﾝﾄﾜｰﾌﾟ,7,ｼｬﾙﾙﾛﾜ,6,ﾌﾞﾙｯﾍ,5
地理,ｽﾍﾟｲﾝの首都(しゅと)は？,15,,0,ｽﾍﾟｲﾝﾉｼｭﾄﾊ?,11,ﾏﾄﾞﾘｰﾄﾞ,7,ﾊﾞﾚﾝｼｱ,5,ﾊﾞﾙｾﾛﾅ,6,ｾﾋﾞﾘｱ,5
地理,ｱﾒﾘｶ合衆国の首都(しゅと)は？,17,,0,ｱﾒﾘｶｶﾞｯｼｭｳｺｸﾉｼｭﾄﾊ?,18,ﾜｼﾝﾄﾝD.C.,9,ﾆｭｰﾖｰｸ,6,ﾛｽｱﾝｼﾞｪﾙｽ,9,ｼｶｺﾞ,4
地理,ｲﾝﾄﾞの首都(しゅと)は？,14,,0,ｲﾝﾄﾞﾉｼｭﾄﾊ?,10,ﾆｭｰﾃﾞﾘｰ,7,ﾑﾝﾊﾞｲ,5,ﾊﾞﾝｶﾞﾛｰﾙ,8,ﾁｪﾝﾅｲ,5
